Alloy Formula,Rm,Rmd,Vmm,Eea,Eead,XM,XMd,XP,XPd,Hf,Hfd,I1,I1d,I2,I2d,Tm,Tmd,Cp,Cpd,K,Kd,VEC,VECd,Hmix,Smix,Dmax
Ce68Al10Cu20C2,0.767640529,0.691160462,0.701890247,0.455206082,0.002962415,0.142776437,0.882237837,0.230803954,0.860128173,0.080434296,1,0.080295436,0.891139123,0.095082005,0.29081596,0.142371905,0.735857612,0.45005923,0.308325789,0.234142866,0.81932391,0.304533333,0.569183589,0.502353465,0.280412839,2
Ce65Al15Cu20,0.769645528,0.568488875,0.692354724,0.444959156,0.002994605,0.115813261,0.710514691,0.22724487,0.75141158,0.014674512,0.23008073,0.045801218,0.67379323,0.10913801,0.277126738,0.099730622,0.188367179,0.470007528,0.113397705,0.266596873,0.761827089,0.301866667,0.574439298,0.567950637,0.275472811,2
Ce70Al15Cu15,0.809096406,0.490998855,0.734862275,0.42847497,0.002749413,0.08114632,0.639753276,0.193390174,0.713067753,0.001969814,0.226151135,0.004833012,0.61242747,0.057190416,0.271658533,0.089744394,0.163053747,0.480780609,0.107384877,0.195785487,0.84356328,0.248533333,0.556376608,0.588856252,0.221326318,2
Ce57Al10Ni12.5Cu15.5Nb5,0.700537974,0.691098805,0.620075146,0.478429973,0.002818573,0.181873042,0.756646003,0.282063435,0.779523623,0.07962749,0.347423372,0.121803141,0.720966126,0.137957794,0.257499702,0.210275703,0.696339536,0.472054414,0.100027407,0.205583849,0.792204328,0.383866667,0.516285299,0.648228196,0.565900921,2
Ca65Mg10Zn25,0.966683553,0.576363953,0.968247945,0.021038375,0.014727544,0.254481023,0.994763912,0.091826088,0.726615461,0.031393158,0.006044233,0.436600812,0.964937654,0.082039893,0.164299941,0.020053543,0.339404181,0.440640111,0,0.453585463,0.078557065,0.288533333,0.884792538,0.770671746,0.251764535,2
Ca55Mg20Zn25,0.912591855,0.589705984,0.891312382,0,0.011562804,0.29941965,0.947778313,0.11873623,0.684826591,0.032779125,0.008314199,0.494034977,0.921339023,0.116976781,0.156180691,0.00681305,0.337833684,0.431504538,0.008618518,0.437591104,0.079391201,0.288533333,0.884792538,0.785875829,0.364153952,2
Ag38.5Mg23Ca30.8Cu7.7,0.733467558,0.631025769,0.656920577,0.360950202,0.013252772,0.386292435,0.63624437,0.356717379,0.882140776,0.090587677,0.058955578,0.461513677,0.446633783,0.438214771,0.220773558,0.120360303,0.180738117,0.411284069,0.015519704,0.885876618,0.210152159,0.5096,0.612844984,0.69736036,0.578946408,2
Ca65Mg20Cu15,0.971083011,0.6043888,0.977789468,0.167267457,0.039582568,0.170381593,0.679482585,0.094864329,0.853470082,0.065620518,0.072032076,0.277373674,0.523858417,0.088253691,0.191840051,0.104744769,0.170492514,0.423868579,0.033161624,0.62352552,0.167769885,0.1352,0.88135361,0.933482136,0.275472811,2
Ca65Mg10Cu25,0.924492028,0.782161667,0.934838374,0.248252825,0.018561311,0.193492887,0.753206849,0.146080408,1,0.079332888,0.090613778,0.280370891,0.531482246,0.146294929,0.225128114,0.134716555,0.163919119,0.420171258,0.04056734,0.712585015,0.179342452,0.2552,0.832078276,0.8963166,0.251764535,2
Ca60Mg25Cu15,0.944037162,0.614988087,0.939321661,0.156748269,0.049445503,0.192850906,0.675414079,0.108319401,0.832678421,0.066313502,0.071276535,0.306090756,0.531133897,0.105722135,0.187772163,0.098124523,0.187641614,0.419300793,0.034106778,0.615528341,0.173383502,0.1352,0.88135361,0.929681115,0.316427196,2
Cu45.5Mg36.4Ca18.1,0.575290451,0.772991651,0.485960772,0.315602851,0.016844183,0.451633198,0.517368339,0.377281937,0.741136872,0.113943431,0.089074794,0.55588142,0.36980559,0.42913347,0.17034391,0.134060806,0.30788547,0.369745915,0.02567128,0.82014344,0.21200617,0.5012,0.620610382,0.948240317,0.394771377,2
Cu50Mg18.2Ca31.8,0.628430135,0.975065324,0.572034541,0.38086884,0.011468674,0.400467362,0.672199058,0.363462276,0.868041086,0.118215223,0.09181158,0.478545361,0.476670198,0.407388489,0.201177518,0.165687585,0.236285313,0.380597854,0.041798798,0.882132484,0.183326047,0.5552,0.570545909,0.887045826,0.383136071,2
Au52Pd2.3Cu29.2Si16.5,0.319943018,0.147971708,0.196564395,1,0.001873358,1,0.481584032,1,0.370147245,0.393125536,0.436397547,1,0.354015662,0.747629722,0.046970785,0.311049811,0.136814235,0.313803462,0.232314542,0.938517686,0.131418023,0.998133333,0.071865852,0.678287598,0.433208233,2
Ca50Mg10Zn15Cu25,0.798782922,0.888325268,0.775054114,0.201844645,0.032436851,0.332160649,0.889543819,0.230717147,0.930146946,0.073216555,0.103483562,0.464755916,0.794845344,0.247209095,0.212544917,0.091015688,0.365872096,0.413203229,0.036733483,0.666782989,0.22064646,0.4552,0.696517996,0.803825094,0.532783194,2
La66Al14Cu20,0.826723087,0.649106101,0.777170633,0.439104052,0.003135086,0.123517025,0.694511058,0.211532819,0.789635998,0.029240557,0.188437765,0.053522797,0.660270169,0.113203871,0.268935857,0.15755213,0.141047473,0.482038905,0.121487545,0.263434352,0.762581796,0.301866667,0.574439298,0.580941682,0.263403258,2
Ag46.2Mg23.1Ca23Cu7.7,0.673949381,0.579769248,0.579090146,0.409490931,0.011176301,0.43716296,0.569199931,0.41914891,0.803016773,0.097716167,0.054838239,0.504292951,0.394593825,0.520034949,0.203318685,0.126588203,0.183890128,0.407350344,0.011520377,0.949814066,0.19895403,0.602,0.526925718,0.727701375,0.550967163,2
Ca55Mg20Cu25,0.87040033,0.786241424,0.85790281,0.22721445,0.023363296,0.238431514,0.72834243,0.17299055,0.943248451,0.080718855,0.088664852,0.337805056,0.538254001,0.181231817,0.213312293,0.121476062,0.207220487,0.411035685,0.040904693,0.696590657,0.191702409,0.2552,0.832078276,0.894627257,0.364153952,2
Ca50Mg30Cu20,0.866649973,0.7037205,0.840910551,0.176202578,0.040136035,0.24934518,0.682218701,0.160837583,0.858076065,0.074555654,0.080255952,0.36502353,0.530394979,0.169679642,0.1941856,0.099869923,0.224942421,0.40831656,0.037303312,0.64406373,0.194524988,0.1952,0.867468024,0.912998858,0.39006952,2
Ag30.8Mg30.8Ca30.7Cu7.7,0.750253293,0.597569905,0.673971928,0.295789157,0.018196141,0.370923425,0.618637318,0.315544861,0.870313408,0.0845541,0.059346043,0.464107393,0.448230376,0.383994735,0.216450759,0.103672413,0.204643322,0.408000693,0.017837397,0.809303627,0.226694397,0.4172,0.697480348,0.734387455,0.594747881,2
La55Al15Ag10Cu20,0.757673232,0.689577123,0.69224961,0.475848441,0.003431127,0.189641005,0.763367196,0.288009708,0.818933263,0.04785068,0.177446511,0.129948077,0.711122238,0.236560953,0.274981394,0.15864254,0.147907267,0.464362434,0.121148455,0.422596393,0.61892642,0.408533333,0.554937824,0.51051299,0.498810194,2
La55.4Al18.4(Cu0.5Ni0.5)26.2,0.738557947,0.774030303,0.678199677,0.452482578,0.003193477,0.163486724,0.724649626,0.275205689,0.794896289,0.069603667,0.239027536,0.105962101,0.687103901,0.183444639,0.24945758,0.190170842,0.341462532,0.475139824,0.115292099,0.238751059,0.70177003,0.350533333,0.54018907,0.451566084,0.503349391,2
La56.5Al17.9(Cu0.5Ni0.5)25.6,0.747121745,0.766285645,0.688046677,0.450852475,0.003174996,0.159198295,0.721050059,0.268799339,0.797095301,0.067015524,0.24015733,0.100461834,0.684560828,0.173741499,0.250373151,0.189618838,0.336406486,0.477353045,0.114360764,0.229621188,0.714260801,0.344533333,0.541388805,0.457220145,0.49181739,2
Mg57Ni26La17,0.624405713,0.5217917,0.51362523,0.189380026,0.039659875,0.40149453,0.436062841,0.297384855,0.619303491,0.112511734,0.211691544,0.513839086,0.494186483,0.243580372,0.122338255,0.149712103,0.601553234,0.429779122,0.066785286,0.236196687,0.240799397,0.2552,0.703435348,0.905861385,0.343832274,2
Ag10Al30Ca60,0.918289514,0.63605399,0.906016035,0.243297669,0.0129561,0.063170869,0.488901863,0.16344179,0.880282923,0.072038148,0.041835043,0.112395627,0.323757202,0.215178845,0.228927512,0.076802502,0.112821937,0.411694998,0.055614566,0.6695093,0.12821059,0.1152,0.724354443,0.657908129,0.284661489,2
Ca63Al32Cu5,0.928848213,0.670662097,0.925792366,0.21399542,0.0127349,0.032997792,0.357989484,0.132364915,0.817591406,0.071854022,0.051907692,0.086848101,0.253421884,0.171225654,0.21275057,0.074402249,0.13460487,0.407288377,0.062087378,0.625488464,0.07416259,0.057866667,0.581381904,0.737518398,0.210665624,2
Nd55Al25Co20,0.558399417,0.295606458,0.424555433,0.747802851,0.004218292,0.279518258,0.36910909,0.275856741,0.667960548,0.084475026,0.191759966,0.07127756,0.707219695,0.11965455,0.235231298,0.23389957,0.416759335,0.476945392,0.145242553,0.139968811,0.599005493,0.248533333,0.429827719,0.406618422,0.364153952,2
Gd55Ni22Mn3Al20,0.675771189,0.634357097,0.583874892,0.305774217,0.009675285,0.166401315,0.622276391,0.313357327,0.607996077,0.152363978,0.124601767,0.210674363,0.46811528,0.213485213,0.182008856,0.360693839,0.357108053,0.961475464,0.574743736,0.085782833,0.699021594,0.309866667,0.493123371,0.346874822,0.437568341,2
Gd55Al25Co20,0.686127946,0.595190842,0.592182661,0.263449957,0.005583898,0.13122079,0.527659573,0.304503022,0.57280916,0.138055709,0.096324393,0.200064215,0.517032762,0.2014753,0.176158851,0.343133635,0.415345111,0.931052284,0.620035058,0.128172972,0.64266605,0.248533333,0.429827719,0.376421423,0.364153952,2
Pd81.5Cu2Si16.5,0.3077457,0,0.182067613,0.459552363,0.003313407,0.659185455,0.034416405,0.91735982,0.037133494,0.52246907,0.308022892,0.889070012,0.014972967,0.654813178,0.029988926,0.575232509,0,0.375091086,0.261491464,0.149536345,0.310642155,0.892533333,0.053432367,0.464729695,0,2
Y55Al25Co20,0.686921291,0.59698723,0.593323354,0.309734382,0.002220484,0.159467927,0.477577067,0.314051782,0.54223958,0.162912727,0.068290353,0.213870145,0.501920628,0.207769204,0.171872427,0.424300615,0.470276465,0.433335962,0.090026917,0.141368317,0.594048102,0.248533333,0.429827719,0.388035654,0.364153952,2
Pd77Cu6Si17,0.300547898,0.008545918,0.176566546,0.474947503,0.003361942,0.660983,0.035283806,0.905640887,0.056061874,0.521891584,0.315593226,0.879566962,0.044449681,0.657160804,0.032230946,0.561774307,0.052111478,0.367114267,0.265070054,0.198788064,0.429370665,0.893866667,0.059910295,0.434906463,0.103262826,2
Pd73.5Cu10Si16.5,0.296552325,0.005644769,0.173337914,0.486243873,0.003343587,0.661239793,0.033141584,0.896526161,0.06833797,0.510283273,0.319852114,0.870757018,0.064834027,0.662860221,0.032783537,0.549287763,0.088984649,0.364473138,0.26052014,0.24526985,0.475860092,0.9032,0.057348577,0.437227198,0.169340692,2
(Ti0.45Cu0.378Zr0.10Ni0.072)98Sn2,0.393060684,0.161589149,0.259431362,0.422732335,0.007444483,0.387516306,0.525472929,0.520466118,0.305249001,0.245657477,0.043727477,0.48257356,0.273805596,0.375437608,0.170285587,0.50918323,0.382364268,0.378913186,0.026918986,0.430178199,0.618042417,0.624058667,0.329520845,0.788671602,0.543905221,2
Ti44.10Zr9.80Cu37.04Ni7.06Sn2.00,0.393058838,0.161597165,0.25943004,0.422730771,0.007444475,0.387514766,0.525469249,0.520466466,0.305249835,0.245663396,0.043728934,0.482572271,0.273803222,0.375428228,0.170281927,0.509193447,0.382350031,0.378918805,0.026923308,0.43013308,0.618071803,0.624053333,0.329517275,0.788627562,0.543958295,2
Pd71.5Cu12Si16.5,0.293753981,0.006452646,0.171155489,0.49291675,0.003329828,0.661753377,0.032794985,0.891317746,0.074516817,0.507236824,0.322804827,0.86617877,0.073198636,0.664871981,0.033419951,0.542801577,0.10444668,0.361818651,0.260131571,0.269203226,0.48555731,0.905866667,0.058239489,0.432716653,0.199545432,2
Zr50Cu48Ag2,0.462678748,0.355232975,0.332980902,0.520885414,0.00369696,0.427302142,0.486680005,0.458238063,0.50790693,0.254456855,0.047388144,0.470488093,0.336810895,0.417661742,0.187712133,0.537378009,0.43892578,0.374273625,0.015266036,0.591027892,0.508812204,0.688533333,0.307871954,0.632500417,0.187961599,2
Cu35Ag25Zr30Ti10,0.450865121,0.211376459,0.314082046,0.550677733,0.004033652,0.463766627,0.466392359,0.531937131,0.430025372,0.223239119,0.063789015,0.505742855,0.292042948,0.530440489,0.181783552,0.451872562,0.477921003,0.381797545,0.010280653,0.751662141,0.416434283,0.781866667,0.251457262,0.767293061,0.610804826,2
Cu42Zr42Ag16,0.458899541,0.297528204,0.326087875,0.557387044,0.003343711,0.460685121,0.463287571,0.501467905,0.487505926,0.235943817,0.061674321,0.495350006,0.317477368,0.498596768,0.184750711,0.483017511,0.481620927,0.378910359,0.014233377,0.715289516,0.433703528,0.7632,0.263614506,0.669159151,0.383875437,2
Cu50Zr50,0.457860981,0.365380702,0.329019422,0.520212186,0.003687232,0.427815726,0.48776766,0.457717221,0.506659354,0.255628566,0.045033165,0.471612049,0.338503398,0.415096118,0.186373355,0.53907224,0.434135229,0.372705065,0.015386114,0.588992246,0.508517819,0.688533333,0.307871954,0.628344634,0.120757035,2
Ti50Ni15Cu25Sn3Be7,0.348898664,0.191327295,0.222357701,0.363919335,0.010590425,0.413306969,0.570579464,0.53167671,0.236698974,0.24551402,0.053448744,0.540682908,0.418685028,0.367864375,0.151942422,0.50503514,0.355456064,0.339512772,0.267023929,0.330730615,0.649784478,0.556533333,0.374440474,0.683374969,0.58167191,2
Ti53Cu15Ni18.5Al7Si3Hf3B0.5,0.375410808,0.145553639,0.242995083,0.363697071,0.009128122,0.332353243,0.55378559,0.508455861,0.252909437,0.310784364,0.228454093,0.441999548,0.331682127,0.332762129,0.14670656,0.547423681,0.351230527,0.371477364,0.147967519,0.220182336,0.717552326,0.499866667,0.361606074,0.481359161,0.651456268,2
Cu46Zr54,0.476612769,0.355576989,0.346331041,0.504317669,0.003862961,0.409326691,0.490955737,0.437925245,0.514167558,0.260784096,0.043923991,0.455247246,0.339630142,0.38360829,0.189447545,0.56032268,0.422924851,0.375876659,0.015097127,0.533986194,0.549670857,0.6512,0.327131371,0.631453025,0.11819327,2
Ti53Cu15Ni18.5Al7Si3Sc3B0.5,0.37813703,0.163828672,0.246124296,0.363845577,0.009118572,0.330427302,0.558107659,0.510018386,0.244688091,0.300781297,0.228795495,0.439043543,0.336411726,0.3257244,0.150468159,0.533107398,0.317793308,0.370934401,0.147581355,0.219397158,0.719885722,0.495866667,0.369295433,0.491393855,0.651456268,2
Cu47Ti33Zr5Nb6Ni8Si1,0.342061474,0.116871497,0.214032439,0.497690729,0.00561773,0.450285039,0.494885118,0.56231955,0.256438598,0.275350141,0.159526714,0.521972783,0.273660489,0.461794596,0.159099042,0.513081843,0.448532872,0.362715402,0.047215243,0.577868897,0.496014047,0.732533333,0.264415944,0.832881786,0.596366123,2
Cu45Zr15Ag10Hf30,0.447691741,0.289422768,0.315062602,0.505535815,0.005049337,0.444507216,0.485588318,0.477248776,0.524359446,0.315235193,0.15544178,0.507915837,0.281432561,0.525645679,0.149244219,0.582239695,0.619550833,0.386149869,0.03022956,0.668255197,0.460684716,0.7352,0.281048582,0.738363069,0.554690463,2
Cu55Ni5Zr30Ti10,0.388335118,0.321414792,0.262935213,0.540307051,0.003961845,0.46826049,0.474157111,0.525860647,0.419313471,0.24528403,0.043068069,0.518181304,0.307228311,0.486646361,0.167816611,0.485821323,0.410603352,0.369214586,0.020765065,0.669818282,0.444434418,0.7752,0.24957779,0.684092939,0.422397903,2
Fe65Co10Ga5P12C4B4,0.099802789,0.375771185,0.042130015,0.274597821,0.007604975,0.570463767,0.679417953,0.717617116,0.18298601,0.344690005,0.772282156,0.878394301,0.65733574,0.5124548,0.115626634,0.477850291,0.976292444,0.272044847,0.538454829,0.074912485,0.229780407,0.6392,0.061799322,0.596061298,0.503989283,2
Fe71Mo4Nb1P12C10B2,0.068862338,0.532584117,0.027471164,0.289770202,0.008955879,0.637486518,0.777378935,0.757461488,0.293104279,0.561942014,0.817697378,0.970948353,0.709386841,0.511039244,0.131815086,0.64505411,0.999055242,0.205655092,0.711948469,0.096864742,0.231260239,0.625866667,0.025869567,0.412750735,0.351055848,2
Cu52.5Zr42.5Ga5,0.430923315,0.351566582,0.303055858,0.530065075,0.003571795,0.431667608,0.511975048,0.490920865,0.476018567,0.233474854,0.085496425,0.469944847,0.373024635,0.475360248,0.177668717,0.462855778,0.617862706,0.372877434,0.020363383,0.626624427,0.479204316,0.7052,0.307284666,0.610976081,0.247675817,2
Cu55Zr40Ga5,0.419203447,0.350170293,0.292236083,0.539999149,0.003447406,0.443223255,0.507566254,0.50329085,0.465110689,0.230252648,0.085192434,0.480172849,0.37111878,0.49504014,0.173640358,0.449574253,0.619186304,0.370895187,0.020365985,0.66100321,0.455475219,0.728533333,0.293545631,0.621376096,0.242378587,2
Fe73Mo4Ga3P10C4B4Si2,0.10372624,0.371407214,0.04453589,0.264786512,0.009013763,0.55659699,0.646652142,0.720047709,0.18878812,0.399963309,0.717539633,0.863835321,0.618117284,0.485411612,0.116855655,0.550439023,0.890772566,0.262693813,0.545328316,0.089741073,0.226134932,0.625866667,0.043141758,0.578965151,0.390106843,2
[(Ni0.8Fe0.2)0.75B0.2Si0.05]96Nb4,0.062405953,0.625863364,0.027051166,0.525649492,0.00417557,0.579425813,0.115374703,0.71428373,0.008452556,0.596955425,0.328698782,0.70147759,0.170256822,0.664100806,0.138990283,0.646158864,0.274071989,0.182521065,0.810803984,0.103265394,0.182437509,0.7392,0.188106474,0.580079441,0.516935669,2
Ni42Ti20Zr20.5Al8Cu5Si4.5,0.362919232,0.332060829,0.241026649,0.477787139,0.005125763,0.404319244,0.534076206,0.524688754,0.366332626,0.346263781,0.232084702,0.466513034,0.369414705,0.367972516,0.125531899,0.556899737,0.324617782,0.399310695,0.129306812,0.156226713,0.574031484,0.593866667,0.303129114,0.135774574,0.768502363,2
Ni42Ti20Zr22.5Al8Cu5Si2.5,0.37590124,0.326646196,0.252044905,0.468315217,0.005192264,0.392506805,0.525995453,0.514792766,0.377790671,0.323733447,0.178826632,0.455138597,0.362157812,0.360943942,0.128558383,0.562982088,0.327694323,0.408913388,0.095513916,0.147117199,0.59256033,0.593866667,0.303129114,0.173514487,0.739228541,2
(Fe0.9Co0.1)64.875Mo14C15B6Er0.125,0.058898647,0.788109435,0.031515638,0.326515642,0.008090494,0.607250847,0.790855567,0.791321609,0.328151227,0.898385055,0.646054773,0.896104199,0.734668404,0.5561618,0.162437192,0.919301351,0.691245234,0.08925508,0.94507856,0.159224383,0.143228192,0.605683333,0.071986935,0.451002784,0.549291651,2
Fe72.0C7.0Si3.3B5.0P8.7Ga4.0,0.074284489,0.498274809,0.029707545,0.275631919,0.009684643,0.58245596,0.720963274,0.7257162,0.233715133,0.510389028,0.769716048,0.896694182,0.665768124,0.522413243,0.13481038,0.567724104,0.945276378,0.207460229,0.691202931,0.09026796,0.22045986,0.605466667,0.077658025,0.503051966,0.387325734,2
Cu64Zr36,0.39222972,0.358353182,0.268428703,0.575842995,0.002949738,0.492527348,0.448024967,0.526989137,0.448865048,0.237584213,0.044687887,0.528888861,0.315153982,0.525303519,0.165842471,0.464695703,0.446875346,0.361604482,0.013222592,0.78151343,0.378568647,0.8192,0.225870822,0.666422416,0.088961117,2
(Fe0.9Co0.1)58.5Cr6Mo14C19B2Er0.5,0.05957299,0.829129425,0.033964026,0.360182672,0.007314321,0.633782292,0.887204384,0.797978614,0.393004952,0.994319376,0.650496525,0.912455046,0.841793484,0.552326509,0.159985626,0.975394406,0.7132844,0.072481286,0.977789105,0.175642773,0.118790999,0.591666667,0.063243189,0.370354762,0.660974657,2
[(Co0.9Fe0.1)0.75B0.2Si0.05]96Nb4,0.067598756,0.632654295,0.030634297,0.402650736,0.00332637,0.550767809,0.076263986,0.702408545,0.009191347,0.578033962,0.344837427,0.752891846,0.137327753,0.601984781,0.153484799,0.659912426,0.255344872,0.118172162,0.776928694,0.12791997,0.184428774,0.672,0.157173423,0.603822138,0.415911221,2
(Fe0.80Co0.20)71Nb6B23,0.048740226,0.729596793,0.022765342,0.255716745,0.006592172,0.478249705,0.061111164,0.680463757,0.052765852,0.533236427,0.378997186,0.749636119,0.167604411,0.584754819,0.181720572,0.706070714,0.260323455,0.106035123,0.852571246,0.070395533,0.17552237,0.5968,0.147531362,0.627110063,0.450598506,2
Co50Cr15Mo14C15B6,0.065977447,0.789886026,0.036088427,0.474888101,0.002103399,0.634918597,0.77796845,0.788711976,0.350638996,0.948511659,0.602299897,0.829464738,0.823622689,0.604549489,0.14566281,0.944576125,0.667491379,0.055430947,0.933334986,0.198202816,0.099907945,0.624533333,0.120263683,0.442170636,0.654268903,2
